Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2018,Sam Houston St.,68.457,218,67.2463,221,102.301,219,102.129,224,102.768,138,105.896,187,-3.76706,204
2018,Samford,71.3767,74,71.1921,47,106.579,113,107.727,119,117.937,349,119.724,349,-11.9962,298
2018,San Diego,67.1987,277,66.8892,242,102.541,208,103.619,195,99.1494,45,100.611,91,3.00736,132
2018,San Diego St.,70.3688,114,68.8053,142,108.923,75,110.462,77,97.1902,23,96.3721,30,14.0901,50
2018,San Francisco,67.0519,283,67.1324,225,101.825,230,102.057,230,102.434,128,101.088,99,0.968722,158
2018,San Jose St.,68.949,203,67.0877,229,92.9244,338,95.4334,329,109.902,294,107.7,227,-12.2662,301
2018,Santa Clara,64.9375,338,64.6209,326,98.4871,285,99.182,272,110.251,302,109.521,264,-10.3389,277
2018,Savannah St.,83.3116,1,82.2697,1,100.334,253,100.948,244,112.239,330,114.499,326,-13.5508,317
2018,Seattle,69.4242,176,67.4124,213,104.411,159,103.744,190,103.862,176,106.696,201,-2.95211,195
2018,Seton Hall,71.0396,92,69.465,103,111.136,41,116.875,17,103.324,160,98.8386,62,18.0362,26
2018,Siena,67.3556,270,65.6671,298,97.3737,301,96.4734,316,107.974,267,108.857,255,-12.3833,303
2018,SIU Edwardsville,70.39,112,69.1981,118,99.0241,278,99.4164,264,111.859,326,113.026,318,-13.6092,318
2018,SMU,64.4398,342,64.3181,336,107.586,100,109.498,91,99.3803,53,100.891,97,8.6075,84
2018,South Alabama,71.0514,90,70.3533,69,96.2718,319,96.8809,309,99.5826,59,102.196,117,-5.31542,221
2018,South Carolina,69.5885,165,68.6752,153,99.6784,265,105.568,161,99.811,61,95.658,25,9.91035,80
2018,South Carolina St.,72.8738,31,70.4735,64,98.0299,292,96.8556,310,113.576,335,118.711,347,-21.8557,343
2018,South Dakota,72.2661,47,70.8905,52,110.423,51,109.024,98,97.854,29,99.1763,69,9.84731,81
2018,South Dakota St.,72.155,53,70.5323,61,113.562,19,113.791,47,103.536,164,103.59,150,10.2006,78
2018,South Florida,65.4435,330,64.5563,327,96.4027,318,98.85,282,107.744,265,109.299,261,-10.4486,279
2018,Southeast Missouri St.,69.0637,195,69.2212,116,108.187,89,108.483,107,113.14,334,116.596,340,-8.11287,256
2018,Southeastern Louisiana,67.9645,241,65.6724,297,102.265,221,102.586,216,102.595,133,105.899,188,-3.31316,199
2018,Southern,69.1562,189,67.9716,187,96.778,313,94.271,335,103.453,162,109.785,269,-15.5138,326
2018,Southern Illinois,66.8319,295,66.6133,253,103.327,188,106.124,146,102.091,115,103.309,140,2.81544,135
2018,Southern Miss,66.8671,293,65.3982,311,101.888,227,105.848,154,109.928,296,109.889,271,-4.04131,206
2018,Southern Utah,72.862,32,71.7247,32,101.777,231,102.24,221,110.96,316,109.979,273,-7.73913,252
2018,St. Bonaventure,69.3328,179,69.4494,104,109.792,58,110.756,74,100.653,84,99.5453,74,11.211,68
2018,St. Francis NY,70.083,132,69.2309,114,100.155,258,98.6584,285,107.036,249,111.824,308,-13.1653,313
2018,St. Francis PA,70.1152,130,68.1776,180,108.397,85,106.361,143,107.626,261,111.224,300,-4.86322,214
2018,St. John's,71.0474,91,69.3542,110,101.109,240,106.475,141,101.858,110,96.1692,29,10.3056,74
2018,Stanford,72.1566,52,70.887,53,104.227,162,107.71,120,103,148,99.3436,71,8.36669,87
2018,Stephen F. Austin,72.6052,38,71.135,49,106.587,112,104.532,181,94.2104,7,98.9547,64,5.57774,112
2018,Stetson,72.5737,39,69.8137,86,100.096,260,98.492,289,108.339,272,111.759,306,-13.2667,314
2018,Stony Brook,69.1732,188,68.3622,171,97.2817,303,96.765,311,101.494,106,102.098,114,-5.33317,223
2018,Syracuse,64.0618,344,62.9092,345,102.496,211,107.03,135,97.9995,31,92.2127,5,14.8177,41
2018,TCU,69.99,140,68.5878,160,115.149,13,119.675,9,106.025,232,101.208,100,18.4668,24
2018,Temple,67.4635,262,67.6004,204,102.865,201,108.349,111,103.543,165,99.9702,78,8.37887,86
2018,Tennessee,66.9731,290,66.0096,282,109.636,61,114.645,36,97.4286,25,92.3786,6,22.266,13
2018,Tennessee Martin,67.2396,273,66.1283,275,97.3508,302,95.5113,327,105.665,222,107.169,214,-11.6575,294
2018,Tennessee St.,66.574,303,65.6145,300,96.789,311,97.5252,305,99.9433,66,100.794,95,-3.2693,198
2018,Tennessee Tech,71.5353,64,70.876,54,99.1809,274,98.4831,290,102.644,135,103.546,147,-5.06312,219
2018,Texas,66.9777,289,65.2112,316,103.687,177,109.512,89,99.2103,46,94.0825,12,15.4299,36
2018,Texas A&M,70.785,99,69.5037,101,105.948,127,111.347,66,99.8034,60,94.3907,14,16.9562,29
2018,Texas A&M Corpus Chris,69.8135,149,68.2077,179,95.012,331,94.548,332,103.29,159,107.426,222,-12.8779,311
2018,Texas Southern,72.6207,37,71.747,31,106,125,104.552,180,108.644,276,111.204,299,-6.65169,243
2018,Texas St.,64.5927,341,62.6975,348,99.4407,271,99.7962,261,102.971,147,105.59,183,-5.794,228
2018,Texas Tech,68.2715,228,66.7169,247,108.468,82,113.341,50,94.5454,10,90.7536,4,22.5872,11
2018,The Citadel,78.2666,2,77.2447,2,100.86,244,101.599,238,113.921,337,114.931,332,-13.3322,315
2018,Toledo,69.836,147,68.4372,166,113.624,18,113.882,46,107.031,248,108.569,247,5.31244,113
2018,Towson,68.8036,208,67.9421,188,107.907,94,106.008,151,103.562,166,104.715,167,1.29297,153
2018,Troy,69.4854,169,68.2814,175,105.538,131,106.156,145,104.742,199,106.525,197,-0.369598,177
2018,Tulane,69.678,157,69.0128,126,103.904,173,106.921,136,105.514,217,106.884,207,0.0371245,171
2018,Tulsa,68.1097,236,67.2641,220,106.513,117,108.286,113,102.683,136,102.264,118,6.02177,110
2018,UAB,69.0377,198,67.6705,201,109.542,63,109.596,87,101.643,108,103.275,138,6.32128,109
2018,UC Davis,67.1508,281,66.4639,263,102.92,198,104.123,186,98.876,39,100.869,96,3.25428,129
2018,UC Irvine,68.1634,233,66.9725,239,98.8819,282,100.127,256,98.3643,33,98.0139,53,2.11269,147
2018,UC Riverside,69.0347,199,68.2633,177,92.8055,339,94.5017,333,102.73,137,103.673,153,-9.17095,268
2018,UC Santa Barbara,67.4316,264,66.6646,250,111.128,42,111.401,64,103.192,156,107.13,212,4.27123,123
2018,UCF,64.9556,337,64.4542,333,96.4136,317,98.8547,281,94.5011,8,93.2323,8,5.62237,111
2018,UCLA,71.409,70,70.3493,70,111.075,43,114.953,31,103.801,172,101.431,103,13.5221,56
2018,UMass Lowell,71.7453,58,71.6213,36,104.5,156,103.62,194,110.304,305,114.62,329,-11.0007,287
2018,UMBC,68.7621,209,68.3696,170,103.998,170,103.148,206,101.468,103,102.645,124,0.502831,166
2018,UMKC,71.2323,80,69.269,111,95.598,324,98.2097,295,108.067,268,108.531,246,-10.321,276
2018,UNC Asheville,69.0554,197,69.3926,108,105.467,134,105.657,158,105.521,218,107.566,225,-1.9091,187
2018,UNC Greensboro,66.2486,317,65.2101,317,106.313,122,104.903,174,94.0046,6,95.6833,26,9.2195,82
2018,UNC Wilmington,72.5199,40,71.9791,27,105.128,143,104.314,185,113.943,338,111.74,303,-7.42584,245
2018,UNLV,73.736,19,72.3317,22,111.041,44,111.381,65,104.342,189,104.938,174,6.44316,107
2018,USC,68.6902,214,67.6778,200,111.614,34,114.531,39,102.339,123,100.475,87,14.0556,51
2018,USC Upstate,71.219,82,69.026,124,104.178,165,105.241,167,122.669,351,125.015,351,-19.7739,338
2018,UT Arlington,73.8887,18,72.7655,15,104.859,150,105.505,163,100.189,69,102.133,115,3.37128,128
2018,UT Rio Grande Valley,75.5477,8,73.7067,9,97.8103,298,99.2998,268,104.42,192,107.765,229,-8.46535,260
2018,Utah,67.2102,276,65.6297,299,108.693,79,111.848,59,101.524,107,98.8547,63,12.9932,58
2018,Utah St.,68.8157,207,66.7976,244,105.204,140,107.224,132,105.279,213,104.652,165,2.57129,139
2018,Utah Valley,69.7738,152,68.1248,182,109.27,66,110.781,73,99.3354,52,103.005,131,7.77559,92
2018,UTEP,69.2496,185,67.5858,206,96.2458,320,97.9775,301,103.456,163,104.47,163,-6.49231,240
2018,UTSA,72.9304,30,71.8306,29,103.535,182,104.651,178,103.856,175,104.739,169,-0.0882496,174
2018,Valparaiso,69.6263,163,69.7083,90,99.7133,264,103.006,210,100.443,79,101.229,101,1.77697,150
2018,Vanderbilt,66.4955,309,65.8033,289,108.338,86,115.259,29,110.778,311,107.333,219,7.92621,91
2018,VCU,71.3342,75,70.9001,51,105.276,135,106.079,149,103.797,171,103.802,156,2.2769,144
2018,Vermont,64.9062,339,64.0692,339,113.289,25,113.774,48,100.646,83,103.549,148,10.225,76
2018,Villanova,70.0051,138,68.7242,150,122.728,1,127.756,1,99.3109,51,94.0001,11,33.7563,1
2018,Virginia,60.5782,351,59.393,351,110.417,52,115.177,30,88.9492,2,85.6461,1,29.5308,2
2018,Virginia Tech,69.9133,142,68.7373,147,112.416,27,115.302,28,102.143,116,99.2755,70,16.0265,33
2018,VMI,70.0094,137,68.8484,139,90.8237,344,89.9356,346,106.816,244,107.363,220,-17.4277,331
2018,Wagner,68.9976,202,67.611,202,105.89,128,103.043,209,99.9278,64,103.639,151,-0.596529,180
2018,Wake Forest,69.8766,145,69.487,102,105.169,142,110.928,72,106.315,238,102.989,130,7.93808,89
2018,Washington,70.6918,101,69.7844,88,104.417,158,106.578,140,102.171,118,99.4869,73,7.09076,98
2018,Washington St.,69.4417,175,68.2418,178,104.752,155,108.377,108,111.324,322,110.041,278,-1.66435,186
2018,Weber St.,69.4514,173,67.5197,209,108.017,92,106.722,138,104.144,183,105.847,186,0.875019,159
2018,West Virginia,70.5003,108,69.1871,120,113.498,20,119.374,10,99.0358,42,96.9303,41,22.4435,12
2018,Western Carolina,70.7887,98,69.3866,109,94.7149,332,95.7333,323,109.157,285,108.033,232,-12.3,302
2018,Western Illinois,69.0854,193,68.0671,183,95.5239,325,96.0712,319,107.82,266,107.72,228,-11.6487,293
2018,Western Kentucky,69.701,156,68.7698,143,111.835,32,114.514,40,101.181,95,100.068,82,14.4457,47
2018,Western Michigan,69.108,192,67.8051,193,106.286,123,106.165,144,106.729,242,108.19,235,-2.02469,188
2018,Wichita St.,69.9995,139,68.5527,162,117.415,6,120.962,4,102.242,119,101.936,111,19.0252,21
2018,William & Mary,71.0606,89,69.9909,78,114.955,14,115.335,27,115.62,344,115.242,335,0.0930763,169
2018,Winthrop,71.4656,67,71.6391,34,107.209,105,106.091,148,101.461,102,105.239,176,0.852209,160
2018,Wisconsin,63.4566,349,62.7352,347,104.982,147,109.744,83,103.6,168,99.0685,66,10.6754,70
2018,Wofford,67.1431,282,66.1465,273,108.977,74,109.117,97,107.009,247,108.522,243,0.594604,163
2018,Wright St.,69.6126,164,68.2775,176,100.454,251,100.579,249,94.5441,9,97.6892,51,2.89004,133
2018,Wyoming,74.6974,14,73.4838,13,103.046,194,105.609,160,102.053,113,100.622,92,4.98728,118
2018,Xavier,72.3284,46,70.5292,62,115.41,12,120.104,8,102.386,124,98.5906,57,21.5133,15
2018,Yale,70.038,134,68.8464,140,104.047,168,103.815,189,106.181,236,106.996,209,-3.18065,197
2018,Youngstown St.,73.0127,29,71.0976,50,99.086,277,101.382,242,113.721,336,115.941,338,-14.5594,322
